# logMh	Muv	Muv_dust
8.000	-9.828	-9.825
8.100	-10.157	-10.153
8.200	-10.492	-10.488
8.300	-10.822	-10.818
8.400	-11.099	-11.095
8.500	-11.430	-11.426
8.600	-11.836	-11.831
8.700	-12.249	-12.244
8.800	-12.610	-12.604
8.900	-12.927	-12.920
9.000	-13.250	-13.243
9.100	-13.605	-13.597
9.200	-13.971	-13.961
9.300	-14.338	-14.326
9.400	-14.714	-14.699
9.500	-15.086	-15.068
9.600	-15.470	-15.447
9.700	-15.857	-15.829
9.800	-16.260	-16.222
9.900	-16.658	-16.610
10.000	-17.071	-17.006
10.100	-17.487	-17.401
10.200	-17.912	-17.798
10.300	-18.337	-18.185
10.400	-18.760	-18.560
10.500	-19.187	-18.925
10.600	-19.630	-19.287
10.700	-20.063	-19.625
10.800	-20.493	-19.955
10.900	-20.931	-20.293
11.000	-21.362	-20.625
11.100	-21.774	-20.942
11.200	-22.184	-21.258
11.300	-22.578	-21.561
11.400	-22.950	-21.848
11.500	-23.299	-22.117
11.600	-23.634	-22.375
11.700	-23.948	-22.617
11.800	-24.237	-22.839
11.900	-24.518	-23.055
12.000	-24.774	-23.253
12.100	-25.027	-23.447
12.200	-25.262	-23.628
12.300	-25.476	-23.793
12.400	-25.689	-23.958
12.500	-25.889	-24.112
12.600	-26.074	-24.253
12.700	-26.259	-24.397
12.800	-26.432	-24.529
12.900	-26.603	-24.661
13.000	-26.750	-24.774
13.100	-26.911	-24.899
13.200	-27.074	-25.024
13.300	-27.239	-25.151
13.400	-27.398	-25.273
13.500	-27.557	-25.396
13.600	-27.707	-25.511
13.700	-27.862	-25.630
13.800	-28.001	-25.738
13.900	-28.158	-25.858
14.000	-29.102	-26.585
