# Muv	log10_phi_max	log10_phi_dust	log10_phi_nodust
-25.000	-4.330	-20.345	-10.183
-24.900	-4.225	-19.230	-9.943
-24.800	-4.120	-18.164	-9.725
-24.700	-4.019	-17.147	-9.506
-24.600	-3.918	-16.200	-9.301
-24.500	-3.819	-15.396	-9.107
-24.400	-3.722	-14.670	-8.912
-24.300	-3.626	-14.002	-8.741
-24.200	-3.533	-13.384	-8.572
-24.100	-3.440	-12.829	-8.404
-24.000	-3.349	-12.315	-8.254
-23.900	-3.260	-11.848	-8.103
-23.800	-3.171	-11.419	-7.955
-23.700	-3.085	-11.008	-7.827
-23.600	-2.999	-10.643	-7.700
-23.500	-2.914	-10.301	-7.572
-23.400	-2.831	-9.985	-7.454
-23.300	-2.749	-9.689	-7.337
-23.200	-2.668	-9.406	-7.221
-23.100	-2.589	-9.141	-7.111
-23.000	-2.510	-8.888	-7.008
-22.900	-2.432	-8.655	-6.906
-22.800	-2.355	-8.435	-6.804
-22.700	-2.280	-8.225	-6.709
-22.600	-2.205	-8.030	-6.617
-22.500	-2.131	-7.838	-6.524
-22.400	-2.058	-7.672	-6.432
-22.300	-1.986	-7.506	-6.349
-22.200	-1.915	-7.349	-6.267
-22.100	-1.845	-7.197	-6.184
-22.000	-1.775	-7.046	-6.102
-21.900	-1.706	-6.913	-6.022
-21.800	-1.638	-6.780	-5.943
-21.700	-1.571	-6.649	-5.863
-21.600	-1.504	-6.529	-5.784
-21.500	-1.438	-6.409	-5.709
-21.400	-1.373	-6.292	-5.636
-21.300	-1.308	-6.185	-5.563
-21.200	-1.244	-6.078	-5.489
-21.100	-1.181	-5.971	-5.419
-21.000	-1.118	-5.868	-5.351
-20.900	-1.056	-5.765	-5.284
-20.800	-0.994	-5.662	-5.216
-20.700	-0.933	-5.566	-5.148
-20.600	-0.873	-5.471	-5.082
-20.500	-0.813	-5.376	-5.015
-20.400	-0.754	-5.286	-4.948
-20.300	-0.694	-5.197	-4.882
-20.200	-0.636	-5.109	-4.819
-20.100	-0.578	-5.022	-4.755
-20.000	-0.520	-4.935	-4.692
-19.900	-0.463	-4.849	-4.629
-19.800	-0.406	-4.763	-4.568
-19.700	-0.350	-4.683	-4.509
-19.600	-0.294	-4.603	-4.450
-19.500	-0.239	-4.523	-4.391
-19.400	-0.184	-4.451	-4.332
-19.300	-0.129	-4.382	-4.273
-19.200	-0.075	-4.312	-4.214
-19.100	-0.021	-4.244	-4.155
-19.000	0.033	-4.179	-4.096
-18.900	0.086	-4.113	-4.036
-18.800	0.139	-4.048	-3.975
-18.700	0.192	-3.982	-3.915
-18.600	0.244	-3.918	-3.855
-18.500	0.296	-3.853	-3.800
-18.400	0.348	-3.788	-3.747
-18.300	0.399	-3.731	-3.694
-18.200	0.450	-3.676	-3.640
-18.100	0.501	-3.620	-3.588
-18.000	0.552	-3.565	-3.536
-17.900	0.602	-3.511	-3.485
-17.800	0.652	-3.457	-3.433
-17.700	0.702	-3.403	-3.381
-17.600	0.751	-3.350	-3.327
-17.500	0.800	-3.295	-3.274
-17.400	0.849	-3.240	-3.220
-17.300	0.898	-3.185	-3.167
-17.200	0.947	-3.131	-3.115
-17.100	0.995	-3.078	-3.063
-17.000	1.043	-3.025	-3.011
-16.900	1.091	-2.972	-2.959
-16.800	1.139	-2.919	-2.908
-16.700	1.187	-2.867	-2.857
-16.600	1.234	-2.816	-2.805
-16.500	1.272	-2.764	-2.754
-16.400	1.294	-2.713	-2.705
-16.300	1.316	-2.664	-2.656
-16.200	nan	-2.615	-2.608
-16.100	nan	-2.566	-2.559
-16.000	nan	-2.516	-2.510
-15.900	nan	-2.466	-2.460
-15.800	nan	-2.417	-2.411
-15.700	nan	-2.367	-2.361
-15.600	nan	-2.317	-2.312
-15.500	nan	-2.267	-2.262
-15.400	nan	-2.217	-2.212
-15.300	nan	-2.166	-2.162
-15.200	nan	-2.117	-2.113
-15.100	nan	-2.068	-2.064
-15.000	nan	-2.019	-2.015
-14.900	nan	-1.970	-1.967
-14.800	nan	-1.925	-1.922
-14.700	nan	-1.880	-1.877
-14.600	nan	-1.835	-1.832
-14.500	nan	-1.789	-1.786
-14.400	nan	-1.742	-1.739
-14.300	nan	-1.694	-1.691
-14.200	nan	-1.646	-1.644
-14.100	nan	-1.599	-1.597
-14.000	nan	-1.553	-1.551
-13.900	nan	-1.507	-1.505
-13.800	nan	-1.461	-1.458
-13.700	nan	-1.415	-1.412
-13.600	nan	-1.369	-1.366
-13.500	nan	-1.323	-1.320
-13.400	nan	-1.273	-1.271
-13.300	nan	-1.219	-1.217
-13.200	nan	-1.165	-1.163
-13.100	nan	-1.111	-1.109
-13.000	nan	-1.058	-1.056
-12.900	nan	-1.005	-1.003
-12.800	nan	-0.953	-0.951
-12.700	nan	-0.918	-0.917
-12.600	nan	-0.885	-0.884
-12.500	nan	-0.852	-0.851
-12.400	nan	-0.823	-0.822
-12.300	nan	-0.801	-0.800
-12.200	nan	-0.779	-0.778
-12.100	nan	-0.757	-0.756
