# Muv	log10_phi_max	log10_phi_dust	log10_phi_nodust
-25.000	-4.555	-21.780	-10.848
-24.900	-4.441	-20.582	-10.590
-24.800	-4.327	-19.436	-10.355
-24.700	-4.217	-18.344	-10.121
-24.600	-4.108	-17.326	-9.901
-24.500	-4.001	-16.460	-9.691
-24.400	-3.896	-15.679	-9.482
-24.300	-3.792	-14.961	-9.298
-24.200	-3.691	-14.297	-9.116
-24.100	-3.590	-13.700	-8.935
-24.000	-3.491	-13.149	-8.773
-23.900	-3.395	-12.646	-8.611
-23.800	-3.299	-12.185	-8.452
-23.700	-3.206	-11.744	-8.314
-23.600	-3.113	-11.351	-8.177
-23.500	-3.022	-10.983	-8.039
-23.400	-2.933	-10.644	-7.912
-23.300	-2.845	-10.325	-7.786
-23.200	-2.759	-10.021	-7.660
-23.100	-2.673	-9.737	-7.542
-23.000	-2.589	-9.465	-7.431
-22.900	-2.507	-9.214	-7.321
-22.800	-2.424	-8.978	-7.211
-22.700	-2.345	-8.752	-7.109
-22.600	-2.266	-8.541	-7.009
-22.500	-2.188	-8.334	-6.909
-22.400	-2.111	-8.155	-6.809
-22.300	-2.035	-7.977	-6.720
-22.200	-1.961	-7.807	-6.631
-22.100	-1.887	-7.644	-6.542
-22.000	-1.815	-7.481	-6.452
-21.900	-1.743	-7.337	-6.367
-21.800	-1.672	-7.194	-6.281
-21.700	-1.603	-7.053	-6.195
-21.600	-1.534	-6.923	-6.109
-21.500	-1.466	-6.794	-6.029
-21.400	-1.400	-6.668	-5.949
-21.300	-1.333	-6.552	-5.870
-21.200	-1.268	-6.436	-5.791
-21.100	-1.204	-6.321	-5.715
-21.000	-1.140	-6.209	-5.642
-20.900	-1.077	-6.098	-5.568
-20.800	-1.015	-5.987	-5.494
-20.700	-0.953	-5.883	-5.421
-20.600	-0.892	-5.780	-5.349
-20.500	-0.832	-5.677	-5.277
-20.400	-0.772	-5.580	-5.205
-20.300	-0.713	-5.484	-5.133
-20.200	-0.655	-5.389	-5.065
-20.100	-0.597	-5.294	-4.996
-20.000	-0.539	-5.200	-4.927
-19.900	-0.483	-5.107	-4.859
-19.800	-0.426	-5.014	-4.793
-19.700	-0.371	-4.927	-4.729
-19.600	-0.315	-4.840	-4.665
-19.500	-0.260	-4.753	-4.601
-19.400	-0.206	-4.674	-4.537
-19.300	-0.151	-4.599	-4.473
-19.200	-0.098	-4.523	-4.409
-19.100	-0.044	-4.449	-4.345
-19.000	0.009	-4.378	-4.281
-18.900	0.061	-4.306	-4.216
-18.800	0.113	-4.235	-4.151
-18.700	0.165	-4.164	-4.086
-18.600	0.217	-4.094	-4.021
-18.500	0.268	-4.023	-3.961
-18.400	0.319	-3.952	-3.903
-18.300	0.370	-3.891	-3.846
-18.200	0.420	-3.830	-3.788
-18.100	0.470	-3.769	-3.731
-18.000	0.520	-3.709	-3.675
-17.900	0.569	-3.651	-3.619
-17.800	0.619	-3.593	-3.563
-17.700	0.668	-3.534	-3.507
-17.600	0.717	-3.476	-3.450
-17.500	0.765	-3.417	-3.392
-17.400	0.814	-3.358	-3.335
-17.300	0.862	-3.299	-3.277
-17.200	0.910	-3.240	-3.221
-17.100	0.957	-3.183	-3.166
-17.000	1.005	-3.126	-3.110
-16.900	1.052	-3.070	-3.055
-16.800	1.099	-3.013	-3.000
-16.700	1.146	-2.958	-2.945
-16.600	1.193	-2.902	-2.890
-16.500	1.231	-2.847	-2.836
-16.400	1.253	-2.793	-2.784
-16.300	1.274	-2.741	-2.732
-16.200	nan	-2.688	-2.680
-16.100	nan	-2.636	-2.628
-16.000	nan	-2.584	-2.576
-15.900	nan	-2.531	-2.524
-15.800	nan	-2.478	-2.472
-15.700	nan	-2.426	-2.420
-15.600	nan	-2.373	-2.367
-15.500	nan	-2.321	-2.315
-15.400	nan	-2.268	-2.263
-15.300	nan	-2.216	-2.211
-15.200	nan	-2.164	-2.160
-15.100	nan	-2.113	-2.109
-15.000	nan	-2.062	-2.058
-14.900	nan	-2.011	-2.008
-14.800	nan	-1.964	-1.961
-14.700	nan	-1.917	-1.914
-14.600	nan	-1.870	-1.868
-14.500	nan	-1.823	-1.820
-14.400	nan	-1.774	-1.771
-14.300	nan	-1.725	-1.722
-14.200	nan	-1.676	-1.673
-14.100	nan	-1.628	-1.625
-14.000	nan	-1.580	-1.578
-13.900	nan	-1.533	-1.530
-13.800	nan	-1.486	-1.483
-13.700	nan	-1.439	-1.436
-13.600	nan	-1.392	-1.390
-13.500	nan	-1.345	-1.343
-13.400	nan	-1.295	-1.292
-13.300	nan	-1.240	-1.238
-13.200	nan	-1.186	-1.183
-13.100	nan	-1.131	-1.129
-13.000	nan	-1.078	-1.076
-12.900	nan	-1.025	-1.023
-12.800	nan	-0.972	-0.970
-12.700	nan	-0.937	-0.936
-12.600	nan	-0.904	-0.903
-12.500	nan	-0.871	-0.870
-12.400	nan	-0.841	-0.841
-12.300	nan	-0.820	-0.819
-12.200	nan	-0.798	-0.797
-12.100	nan	-0.776	-0.775
