# Muv	log10_phi_max	log10_phi_dust	log10_phi_nodust
-25.000	-5.539	-23.033	-12.147
-24.900	-5.408	-21.731	-11.876
-24.800	-5.278	-20.576	-11.614
-24.700	-5.152	-19.531	-11.352
-24.600	-5.028	-18.634	-11.126
-24.500	-4.905	-17.799	-10.902
-24.400	-4.787	-17.019	-10.683
-24.300	-4.668	-16.314	-10.487
-24.200	-4.553	-15.660	-10.291
-24.100	-4.440	-15.041	-10.101
-24.000	-4.328	-14.492	-9.933
-23.900	-4.219	-13.986	-9.765
-23.800	-4.110	-13.510	-9.597
-23.700	-4.005	-13.084	-9.444
-23.600	-3.901	-12.669	-9.291
-23.500	-3.798	-12.301	-9.139
-23.400	-3.698	-11.936	-8.997
-23.300	-3.598	-11.594	-8.863
-23.200	-3.501	-11.254	-8.729
-23.100	-3.405	-10.959	-8.595
-23.000	-3.310	-10.668	-8.471
-22.900	-3.217	-10.405	-8.347
-22.800	-3.124	-10.151	-8.224
-22.700	-3.034	-9.914	-8.104
-22.600	-2.945	-9.696	-7.997
-22.500	-2.857	-9.478	-7.891
-22.400	-2.770	-9.280	-7.784
-22.300	-2.684	-9.082	-7.679
-22.200	-2.600	-8.893	-7.581
-22.100	-2.517	-8.719	-7.483
-22.000	-2.434	-8.545	-7.385
-21.900	-2.354	-8.379	-7.287
-21.800	-2.273	-8.219	-7.195
-21.700	-2.194	-8.058	-7.103
-21.600	-2.116	-7.914	-7.011
-21.500	-2.039	-7.775	-6.919
-21.400	-1.963	-7.637	-6.833
-21.300	-1.887	-7.506	-6.747
-21.200	-1.813	-7.378	-6.661
-21.100	-1.739	-7.250	-6.575
-21.000	-1.666	-7.127	-6.490
-20.900	-1.594	-7.007	-6.404
-20.800	-1.523	-6.888	-6.319
-20.700	-1.453	-6.770	-6.233
-20.600	-1.383	-6.659	-6.149
-20.500	-1.314	-6.548	-6.071
-20.400	-1.245	-6.436	-5.993
-20.300	-1.177	-6.325	-5.915
-20.200	-1.111	-6.214	-5.837
-20.100	-1.044	-6.103	-5.764
-20.000	-0.979	-5.997	-5.691
-19.900	-0.914	-5.896	-5.619
-19.800	-0.849	-5.795	-5.546
-19.700	-0.785	-5.696	-5.473
-19.600	-0.722	-5.605	-5.400
-19.500	-0.659	-5.514	-5.327
-19.400	-0.597	-5.423	-5.254
-19.300	-0.535	-5.337	-5.181
-19.200	-0.474	-5.252	-5.109
-19.100	-0.413	-5.167	-5.036
-19.000	-0.353	-5.083	-4.963
-18.900	-0.293	-5.002	-4.891
-18.800	-0.234	-4.921	-4.823
-18.700	-0.175	-4.840	-4.756
-18.600	-0.117	-4.765	-4.690
-18.500	-0.059	-4.694	-4.623
-18.400	-0.001	-4.622	-4.560
-18.300	0.056	-4.550	-4.498
-18.200	0.113	-4.485	-4.436
-18.100	0.169	-4.419	-4.374
-18.000	0.225	-4.354	-4.311
-17.900	0.281	-4.289	-4.245
-17.800	0.336	-4.220	-4.180
-17.700	0.391	-4.151	-4.114
-17.600	0.445	-4.083	-4.048
-17.500	0.500	-4.015	-3.985
-17.400	0.554	-3.950	-3.923
-17.300	0.607	-3.886	-3.860
-17.200	0.660	-3.821	-3.798
-17.100	0.713	-3.758	-3.738
-17.000	0.766	-3.697	-3.678
-16.900	0.818	-3.636	-3.619
-16.800	0.871	-3.575	-3.559
-16.700	0.922	-3.515	-3.501
-16.600	0.974	-3.456	-3.443
-16.500	1.015	-3.397	-3.384
-16.400	1.039	-3.338	-3.326
-16.300	1.063	-3.279	-3.267
-16.200	nan	-3.219	-3.208
-16.100	nan	-3.159	-3.149
-16.000	nan	-3.100	-3.090
-15.900	nan	-3.040	-3.031
-15.800	nan	-2.981	-2.973
-15.700	nan	-2.922	-2.915
-15.600	nan	-2.864	-2.856
-15.500	nan	-2.805	-2.798
-15.400	nan	-2.746	-2.740
-15.300	nan	-2.688	-2.682
-15.200	nan	-2.630	-2.624
-15.100	nan	-2.575	-2.570
-15.000	nan	-2.520	-2.515
-14.900	nan	-2.464	-2.460
-14.800	nan	-2.409	-2.405
-14.700	nan	-2.354	-2.350
-14.600	nan	-2.299	-2.295
-14.500	nan	-2.244	-2.241
-14.400	nan	-2.190	-2.186
-14.300	nan	-2.135	-2.131
-14.200	nan	-2.080	-2.077
-14.100	nan	-2.026	-2.023
-14.000	nan	-1.974	-1.971
-13.900	nan	-1.922	-1.919
-13.800	nan	-1.870	-1.867
-13.700	nan	-1.813	-1.809
-13.600	nan	-1.750	-1.746
-13.500	nan	-1.687	-1.683
-13.400	nan	-1.624	-1.621
-13.300	nan	-1.566	-1.563
-13.200	nan	-1.509	-1.506
-13.100	nan	-1.451	-1.450
-13.000	nan	-1.410	-1.408
-12.900	nan	-1.369	-1.367
-12.800	nan	-1.327	-1.326
-12.700	nan	-1.294	-1.293
-12.600	nan	-1.266	-1.265
-12.500	nan	-1.238	-1.238
-12.400	nan	-1.210	-1.209
-12.300	nan	-1.173	-1.172
-12.200	nan	-1.136	-1.135
-12.100	nan	-1.100	-1.098
