# Muv	log10_phi_max	log10_phi_dust	log10_phi_nodust
-25.000	-1.563	nan	nan
-24.900	-1.528	nan	nan
-24.800	-1.492	nan	nan
-24.700	-1.457	nan	nan
-24.600	-1.422	nan	nan
-24.500	-1.386	nan	nan
-24.400	-1.351	nan	nan
-24.300	-1.316	nan	nan
-24.200	-1.280	nan	nan
-24.100	-1.245	nan	nan
-24.000	-1.209	nan	nan
-23.900	-1.174	nan	nan
-23.800	-1.139	nan	nan
-23.700	-1.103	nan	nan
-23.600	-1.068	nan	nan
-23.500	-1.032	nan	nan
-23.400	-0.997	nan	nan
-23.300	-0.961	nan	nan
-23.200	-0.926	nan	nan
-23.100	-0.890	nan	nan
-23.000	-0.855	nan	nan
-22.900	-0.819	nan	nan
-22.800	-0.784	nan	nan
-22.700	-0.748	nan	nan
-22.600	-0.713	nan	nan
-22.500	-0.677	nan	nan
-22.400	-0.641	nan	nan
-22.300	-0.606	nan	nan
-22.200	-0.570	nan	nan
-22.100	-0.534	nan	nan
-22.000	-0.499	nan	-3.934
-21.900	-0.463	nan	-3.887
-21.800	-0.427	nan	-3.817
-21.700	-0.392	nan	-3.760
-21.600	-0.356	nan	-3.707
-21.500	-0.320	nan	-3.636
-21.400	-0.285	nan	-3.565
-21.300	-0.249	nan	-3.498
-21.200	-0.213	nan	-3.455
-21.100	-0.177	nan	-3.398
-21.000	-0.141	nan	-3.335
-20.900	-0.106	nan	-3.280
-20.800	-0.070	nan	-3.241
-20.700	-0.034	nan	-3.212
-20.600	0.002	nan	-3.170
-20.500	0.038	nan	-3.126
-20.400	0.074	nan	-3.090
-20.300	0.110	nan	-3.052
-20.200	0.146	nan	-3.010
-20.100	0.182	-3.839	-2.970
-20.000	0.218	-3.776	-2.935
-19.900	0.253	-3.689	-2.903
-19.800	0.289	-3.626	-2.877
-19.700	0.325	-3.541	-2.851
-19.600	0.361	-3.451	-2.825
-19.500	0.398	-3.379	-2.799
-19.400	0.434	-3.318	-2.769
-19.300	0.470	-3.240	-2.738
-19.200	0.506	-3.172	-2.709
-19.100	0.542	-3.133	-2.682
-19.000	0.578	-3.089	-2.656
-18.900	0.614	-3.036	-2.636
-18.800	0.650	-2.992	-2.617
-18.700	0.686	-2.945	-2.597
-18.600	0.722	-2.894	-2.577
-18.500	0.759	-2.852	-2.557
-18.400	0.795	-2.815	-2.538
-18.300	0.831	-2.784	-2.518
-18.200	0.867	-2.754	-2.499
-18.100	0.904	-2.724	-2.480
-18.000	0.940	-2.689	-2.461
-17.900	0.976	-2.653	-2.443
-17.800	1.012	-2.620	-2.424
-17.700	1.049	-2.589	-2.409
-17.600	1.085	-2.564	-2.393
-17.500	1.121	-2.541	-2.377
-17.400	1.158	-2.519	-2.360
-17.300	1.194	-2.497	-2.342
-17.200	1.230	-2.474	-2.324
-17.100	1.267	-2.452	-2.305
-17.000	1.303	-2.430	-2.288
-16.900	1.339	-2.409	-2.271
-16.800	1.376	-2.388	-2.253
-16.700	1.412	-2.367	-2.236
-16.600	1.449	-2.348	-2.218
-16.500	1.472	-2.330	-2.199
-16.400	1.489	-2.313	-2.181
-16.300	nan	-2.294	-2.162
-16.200	nan	-2.274	-2.144
-16.100	nan	-2.254	-2.126
-16.000	nan	-2.234	-2.108
-15.900	nan	-2.215	-2.090
-15.800	nan	-2.196	-2.071
-15.700	nan	-2.177	-2.051
-15.600	nan	-2.156	-2.031
-15.500	nan	-2.136	-2.011
-15.400	nan	-2.116	-1.991
-15.300	nan	-2.096	-1.969
-15.200	nan	-2.076	-1.948
-15.100	nan	-2.056	-1.926
-15.000	nan	-2.036	-1.905
-14.900	nan	-2.015	-1.886
-14.800	nan	-1.994	-1.866
-14.700	nan	-1.972	-1.847
-14.600	nan	-1.950	-1.828
-14.500	nan	-1.927	-1.808
-14.400	nan	-1.904	-1.789
-14.300	nan	-1.880	-1.769
-14.200	nan	-1.857	-1.749
-14.100	nan	-1.836	-1.728
-14.000	nan	-1.816	-1.706
-13.900	nan	-1.795	-1.683
-13.800	nan	-1.774	-1.661
-13.700	nan	-1.753	-1.638
-13.600	nan	-1.731	-1.615
-13.500	nan	-1.710	-1.592
-13.400	nan	-1.688	-1.569
-13.300	nan	-1.664	-1.546
-13.200	nan	-1.640	-1.525
-13.100	nan	-1.615	-1.504
-13.000	nan	-1.591	-1.484
-12.900	nan	-1.566	-1.463
-12.800	nan	-1.542	-1.442
-12.700	nan	-1.517	-1.420
-12.600	nan	-1.493	-1.399
-12.500	nan	-1.472	-1.377
-12.400	nan	-1.450	-1.354
-12.300	nan	-1.428	-1.330
-12.200	nan	-1.405	-1.306
-12.100	nan	-1.382	-1.281
