# Muv	log10_phi_max	log10_phi_dust	log10_phi_nodust
-25.000	-6.670	-26.427	-14.071
-24.900	-6.515	-25.078	-13.747
-24.800	-6.360	-23.822	-13.456
-24.700	-6.211	-22.718	-13.190
-24.600	-6.064	-21.688	-12.924
-24.500	-5.919	-20.722	-12.675
-24.400	-5.778	-19.835	-12.432
-24.300	-5.637	-18.990	-12.189
-24.200	-5.502	-18.189	-11.983
-24.100	-5.367	-17.497	-11.784
-24.000	-5.235	-16.852	-11.584
-23.900	-5.106	-16.246	-11.394
-23.800	-4.977	-15.721	-11.212
-23.700	-4.853	-15.209	-11.030
-23.600	-4.730	-14.735	-10.851
-23.500	-4.609	-14.268	-10.692
-23.400	-4.490	-13.846	-10.534
-23.300	-4.372	-13.437	-10.375
-23.200	-4.258	-13.092	-10.224
-23.100	-4.144	-12.747	-10.083
-23.000	-4.032	-12.431	-9.941
-22.900	-3.923	-12.115	-9.800
-22.800	-3.814	-11.842	-9.666
-22.700	-3.708	-11.583	-9.537
-22.600	-3.603	-11.329	-9.409
-22.500	-3.499	-11.093	-9.281
-22.400	-3.398	-10.857	-9.158
-22.300	-3.297	-10.638	-9.040
-22.200	-3.198	-10.432	-8.922
-22.100	-3.101	-10.226	-8.804
-22.000	-3.004	-10.037	-8.689
-21.900	-2.910	-9.853	-8.581
-21.800	-2.815	-9.669	-8.473
-21.700	-2.724	-9.498	-8.365
-21.600	-2.633	-9.332	-8.257
-21.500	-2.543	-9.165	-8.154
-21.400	-2.455	-9.007	-8.050
-21.300	-2.367	-8.854	-7.946
-21.200	-2.281	-8.701	-7.842
-21.100	-2.196	-8.553	-7.740
-21.000	-2.112	-8.413	-7.640
-20.900	-2.029	-8.273	-7.539
-20.800	-1.947	-8.133	-7.439
-20.700	-1.867	-7.998	-7.341
-20.600	-1.787	-7.863	-7.248
-20.500	-1.708	-7.729	-7.155
-20.400	-1.631	-7.597	-7.062
-20.300	-1.554	-7.466	-6.969
-20.200	-1.479	-7.336	-6.882
-20.100	-1.404	-7.209	-6.795
-20.000	-1.330	-7.088	-6.709
-19.900	-1.257	-6.968	-6.622
-19.800	-1.184	-6.848	-6.534
-19.700	-1.114	-6.737	-6.444
-19.600	-1.043	-6.627	-6.354
-19.500	-0.973	-6.516	-6.265
-19.400	-0.905	-6.408	-6.176
-19.300	-0.836	-6.300	-6.090
-19.200	-0.769	-6.193	-6.003
-19.100	-0.703	-6.087	-5.917
-19.000	-0.637	-5.989	-5.831
-18.900	-0.572	-5.891	-5.754
-18.800	-0.507	-5.793	-5.676
-18.700	-0.444	-5.705	-5.598
-18.600	-0.381	-5.620	-5.520
-18.500	-0.318	-5.534	-5.443
-18.400	-0.257	-5.449	-5.366
-18.300	-0.195	-5.367	-5.289
-18.200	-0.135	-5.284	-5.212
-18.100	-0.075	-5.202	-5.135
-18.000	-0.015	-5.120	-5.059
-17.900	0.044	-5.039	-4.982
-17.800	0.103	-4.958	-4.905
-17.700	0.160	-4.878	-4.830
-17.600	0.218	-4.799	-4.756
-17.500	0.275	-4.722	-4.682
-17.400	0.331	-4.646	-4.608
-17.300	0.388	-4.569	-4.535
-17.200	0.443	-4.494	-4.464
-17.100	0.498	-4.421	-4.393
-17.000	0.553	-4.348	-4.321
-16.900	0.607	-4.274	-4.250
-16.800	0.662	-4.202	-4.180
-16.700	0.715	-4.130	-4.109
-16.600	0.768	-4.059	-4.039
-16.500	0.812	-3.987	-3.969
-16.400	0.836	-3.917	-3.900
-16.300	0.860	-3.847	-3.831
-16.200	nan	-3.777	-3.762
-16.100	nan	-3.707	-3.694
-16.000	nan	-3.638	-3.625
-15.900	nan	-3.569	-3.557
-15.800	nan	-3.500	-3.489
-15.700	nan	-3.431	-3.421
-15.600	nan	-3.363	-3.354
-15.500	nan	-3.295	-3.286
-15.400	nan	-3.227	-3.219
-15.300	nan	-3.163	-3.156
-15.200	nan	-3.100	-3.094
-15.100	nan	-3.038	-3.031
-15.000	nan	-2.975	-2.968
-14.900	nan	-2.910	-2.904
-14.800	nan	-2.845	-2.840
-14.700	nan	-2.781	-2.775
-14.600	nan	-2.717	-2.711
-14.500	nan	-2.654	-2.649
-14.400	nan	-2.591	-2.586
-14.300	nan	-2.528	-2.523
-14.200	nan	-2.468	-2.464
-14.100	nan	-2.410	-2.406
-14.000	nan	-2.351	-2.348
-13.900	nan	-2.292	-2.287
-13.800	nan	-2.222	-2.218
-13.700	nan	-2.153	-2.149
-13.600	nan	-2.084	-2.080
-13.500	nan	-2.016	-2.012
-13.400	nan	-1.949	-1.945
-13.300	nan	-1.882	-1.878
-13.200	nan	-1.824	-1.822
-13.100	nan	-1.776	-1.774
-13.000	nan	-1.727	-1.725
-12.900	nan	-1.679	-1.678
-12.800	nan	-1.646	-1.645
-12.700	nan	-1.613	-1.612
-12.600	nan	-1.580	-1.578
-12.500	nan	-1.543	-1.542
-12.400	nan	-1.506	-1.504
-12.300	nan	-1.468	-1.466
-12.200	nan	-1.430	-1.429
-12.100	nan	-1.392	-1.391
