# Muv	log10_phi_max	log10_phi_dust	log10_phi_nodust
-25.000	-7.728	-28.018	-15.465
-24.900	-7.552	-26.583	-15.158
-24.800	-7.376	-25.296	-14.852
-24.700	-7.208	-24.138	-14.577
-24.600	-7.041	-23.079	-14.302
-24.500	-6.877	-22.104	-14.027
-24.400	-6.718	-21.188	-13.793
-24.300	-6.559	-20.364	-13.558
-24.200	-6.407	-19.607	-13.323
-24.100	-6.256	-18.919	-13.101
-24.000	-6.107	-18.285	-12.884
-23.900	-5.964	-17.670	-12.667
-23.800	-5.820	-17.133	-12.460
-23.700	-5.681	-16.601	-12.274
-23.600	-5.544	-16.123	-12.088
-23.500	-5.409	-15.646	-11.901
-23.400	-5.277	-15.245	-11.732
-23.300	-5.146	-14.848	-11.570
-23.200	-5.020	-14.480	-11.408
-23.100	-4.894	-14.122	-11.245
-23.000	-4.771	-13.787	-11.093
-22.900	-4.650	-13.483	-10.943
-22.800	-4.530	-13.178	-10.793
-22.700	-4.414	-12.893	-10.643
-22.600	-4.298	-12.611	-10.502
-22.500	-4.185	-12.341	-10.364
-22.400	-4.074	-12.099	-10.226
-22.300	-3.963	-11.857	-10.088
-22.200	-3.856	-11.631	-9.955
-22.100	-3.749	-11.420	-9.825
-22.000	-3.644	-11.209	-9.695
-21.900	-3.542	-11.006	-9.565
-21.800	-3.439	-10.811	-9.440
-21.700	-3.339	-10.617	-9.320
-21.600	-3.241	-10.428	-9.201
-21.500	-3.143	-10.248	-9.081
-21.400	-3.047	-10.069	-8.962
-21.300	-2.952	-9.891	-8.849
-21.200	-2.859	-9.723	-8.736
-21.100	-2.767	-9.554	-8.623
-21.000	-2.676	-9.386	-8.510
-20.900	-2.587	-9.230	-8.401
-20.800	-2.497	-9.074	-8.293
-20.700	-2.411	-8.919	-8.184
-20.600	-2.324	-8.769	-8.076
-20.500	-2.239	-8.622	-7.971
-20.400	-2.155	-8.475	-7.870
-20.300	-2.071	-8.331	-7.768
-20.200	-1.990	-8.190	-7.667
-20.100	-1.908	-8.050	-7.567
-20.000	-1.828	-7.909	-7.472
-19.900	-1.749	-7.778	-7.377
-19.800	-1.670	-7.646	-7.282
-19.700	-1.593	-7.515	-7.187
-19.600	-1.516	-7.392	-7.090
-19.500	-1.440	-7.273	-6.994
-19.400	-1.365	-7.154	-6.897
-19.300	-1.290	-7.037	-6.800
-19.200	-1.217	-6.923	-6.706
-19.100	-1.144	-6.810	-6.614
-19.000	-1.072	-6.696	-6.522
-18.900	-1.001	-6.592	-6.430
-18.800	-0.930	-6.488	-6.344
-18.700	-0.860	-6.385	-6.263
-18.600	-0.790	-6.288	-6.182
-18.500	-0.722	-6.200	-6.102
-18.400	-0.654	-6.112	-6.020
-18.300	-0.586	-6.023	-5.934
-18.200	-0.519	-5.933	-5.848
-18.100	-0.453	-5.842	-5.762
-18.000	-0.387	-5.750	-5.676
-17.900	-0.322	-5.658	-5.594
-17.800	-0.257	-5.571	-5.511
-17.700	-0.193	-5.485	-5.429
-17.600	-0.130	-5.399	-5.347
-17.500	-0.066	-5.313	-5.269
-17.400	-0.004	-5.232	-5.191
-17.300	0.058	-5.152	-5.114
-17.200	0.120	-5.071	-5.036
-17.100	0.181	-4.991	-4.959
-17.000	0.242	-4.912	-4.882
-16.900	0.302	-4.833	-4.804
-16.800	0.362	-4.753	-4.727
-16.700	0.421	-4.675	-4.653
-16.600	0.481	-4.600	-4.578
-16.500	0.528	-4.524	-4.504
-16.400	0.555	-4.449	-4.430
-16.300	0.582	-4.373	-4.355
-16.200	nan	-4.297	-4.280
-16.100	nan	-4.221	-4.205
-16.000	nan	-4.144	-4.130
-15.900	nan	-4.070	-4.057
-15.800	nan	-3.997	-3.985
-15.700	nan	-3.924	-3.912
-15.600	nan	-3.851	-3.841
-15.500	nan	-3.783	-3.774
-15.400	nan	-3.715	-3.707
-15.300	nan	-3.647	-3.639
-15.200	nan	-3.579	-3.571
-15.100	nan	-3.509	-3.502
-15.000	nan	-3.440	-3.432
-14.900	nan	-3.370	-3.363
-14.800	nan	-3.301	-3.295
-14.700	nan	-3.232	-3.226
-14.600	nan	-3.164	-3.158
-14.500	nan	-3.095	-3.090
-14.400	nan	-3.030	-3.025
-14.300	nan	-2.965	-2.960
-14.200	nan	-2.900	-2.895
-14.100	nan	-2.831	-2.826
-14.000	nan	-2.758	-2.753
-13.900	nan	-2.684	-2.680
-13.800	nan	-2.611	-2.606
-13.700	nan	-2.539	-2.534
-13.600	nan	-2.467	-2.462
-13.500	nan	-2.395	-2.390
-13.400	nan	-2.338	-2.336
-13.300	nan	-2.285	-2.283
-13.200	nan	-2.232	-2.229
-13.100	nan	-2.184	-2.183
-13.000	nan	-2.146	-2.144
-12.900	nan	-2.107	-2.106
-12.800	nan	-2.069	-2.068
-12.700	nan	-2.027	-2.025
-12.600	nan	-1.984	-1.982
-12.500	nan	-1.941	-1.940
-12.400	nan	-1.899	-1.897
-12.300	nan	-1.847	-1.843
-12.200	nan	-1.767	-1.763
-12.100	nan	-1.687	-1.683
