# Muv	log10_phi_max	log10_phi_dust	log10_phi_nodust
-25.000	-8.328	-30.124	-16.606
-24.900	-8.140	-28.578	-16.277
-24.800	-7.952	-27.191	-15.948
-24.700	-7.772	-25.944	-15.653
-24.600	-7.594	-24.804	-15.357
-24.500	-7.418	-23.755	-15.062
-24.400	-7.249	-22.770	-14.810
-24.300	-7.079	-21.882	-14.558
-24.200	-6.917	-21.068	-14.306
-24.100	-6.755	-20.328	-14.067
-24.000	-6.597	-19.647	-13.834
-23.900	-6.443	-18.985	-13.602
-23.800	-6.289	-18.407	-13.380
-23.700	-6.141	-17.836	-13.179
-23.600	-5.994	-17.322	-12.979
-23.500	-5.850	-16.809	-12.779
-23.400	-5.710	-16.379	-12.598
-23.300	-5.569	-15.951	-12.424
-23.200	-5.434	-15.556	-12.249
-23.100	-5.300	-15.172	-12.075
-23.000	-5.168	-14.812	-11.912
-22.900	-5.039	-14.485	-11.751
-22.800	-4.910	-14.158	-11.590
-22.700	-4.786	-13.852	-11.430
-22.600	-4.662	-13.550	-11.279
-22.500	-4.540	-13.260	-11.131
-22.400	-4.422	-13.000	-10.983
-22.300	-4.303	-12.740	-10.835
-22.200	-4.188	-12.497	-10.693
-22.100	-4.074	-12.271	-10.554
-22.000	-3.961	-12.044	-10.415
-21.900	-3.851	-11.827	-10.276
-21.800	-3.740	-11.618	-10.142
-21.700	-3.634	-11.409	-10.014
-21.600	-3.527	-11.207	-9.886
-21.500	-3.422	-11.015	-9.757
-21.400	-3.320	-10.823	-9.631
-21.300	-3.217	-10.633	-9.510
-21.200	-3.118	-10.453	-9.389
-21.100	-3.019	-10.272	-9.268
-21.000	-2.921	-10.092	-9.147
-20.900	-2.825	-9.925	-9.031
-20.800	-2.729	-9.759	-8.915
-20.700	-2.635	-9.592	-8.799
-20.600	-2.543	-9.432	-8.683
-20.500	-2.451	-9.275	-8.572
-20.400	-2.361	-9.118	-8.463
-20.300	-2.271	-8.963	-8.354
-20.200	-2.184	-8.813	-8.246
-20.100	-2.096	-8.663	-8.139
-20.000	-2.010	-8.513	-8.038
-19.900	-1.926	-8.373	-7.936
-19.800	-1.841	-8.232	-7.835
-19.700	-1.759	-8.091	-7.733
-19.600	-1.677	-7.960	-7.630
-19.500	-1.596	-7.833	-7.527
-19.400	-1.516	-7.705	-7.424
-19.300	-1.437	-7.580	-7.321
-19.200	-1.359	-7.459	-7.221
-19.100	-1.282	-7.337	-7.123
-19.000	-1.205	-7.216	-7.024
-18.900	-1.130	-7.104	-6.926
-18.800	-1.055	-6.993	-6.834
-18.700	-0.982	-6.882	-6.747
-18.600	-0.908	-6.778	-6.661
-18.500	-0.836	-6.684	-6.575
-18.400	-0.765	-6.589	-6.487
-18.300	-0.694	-6.494	-6.396
-18.200	-0.624	-6.398	-6.304
-18.100	-0.555	-6.300	-6.212
-18.000	-0.487	-6.202	-6.120
-17.900	-0.419	-6.104	-6.033
-17.800	-0.352	-6.011	-5.945
-17.700	-0.286	-5.919	-5.857
-17.600	-0.220	-5.827	-5.770
-17.500	-0.155	-5.735	-5.686
-17.400	-0.091	-5.648	-5.603
-17.300	-0.027	-5.562	-5.520
-17.200	0.036	-5.476	-5.437
-17.100	0.099	-5.390	-5.354
-17.000	0.161	-5.306	-5.272
-16.900	0.222	-5.221	-5.190
-16.800	0.283	-5.136	-5.107
-16.700	0.343	-5.053	-5.027
-16.600	0.403	-4.972	-4.948
-16.500	0.451	-4.891	-4.869
-16.400	0.478	-4.810	-4.789
-16.300	0.506	-4.729	-4.709
-16.200	nan	-4.648	-4.629
-16.100	nan	-4.566	-4.549
-16.000	nan	-4.485	-4.468
-15.900	nan	-4.405	-4.391
-15.800	nan	-4.327	-4.313
-15.700	nan	-4.248	-4.235
-15.600	nan	-4.170	-4.159
-15.500	nan	-4.097	-4.087
-15.400	nan	-4.024	-4.015
-15.300	nan	-3.951	-3.942
-15.200	nan	-3.878	-3.869
-15.100	nan	-3.804	-3.795
-15.000	nan	-3.729	-3.721
-14.900	nan	-3.654	-3.647
-14.800	nan	-3.580	-3.573
-14.700	nan	-3.507	-3.500
-14.600	nan	-3.433	-3.426
-14.500	nan	-3.359	-3.354
-14.400	nan	-3.289	-3.284
-14.300	nan	-3.219	-3.214
-14.200	nan	-3.150	-3.144
-14.100	nan	-3.076	-3.071
-14.000	nan	-2.998	-2.993
-13.900	nan	-2.920	-2.915
-13.800	nan	-2.842	-2.837
-13.700	nan	-2.764	-2.760
-13.600	nan	-2.687	-2.682
-13.500	nan	-2.610	-2.605
-13.400	nan	-2.549	-2.546
-13.300	nan	-2.491	-2.488
-13.200	nan	-2.434	-2.431
-13.100	nan	-2.382	-2.380
-13.000	nan	-2.339	-2.337
-12.900	nan	-2.296	-2.295
-12.800	nan	-2.254	-2.252
-12.700	nan	-2.208	-2.207
-12.600	nan	-2.163	-2.161
-12.500	nan	-2.117	-2.115
-12.400	nan	-2.072	-2.070
-12.300	nan	-2.016	-2.013
-12.200	nan	-1.933	-1.929
-12.100	nan	-1.849	-1.845
