# Muv	log10_phi_max	log10_phi_dust	log10_phi_nodust
-25.000	-7.473	-28.002	-15.371
-24.900	-7.302	-26.600	-15.042
-24.800	-7.132	-25.295	-14.738
-24.700	-6.968	-24.139	-14.433
-24.600	-6.805	-23.072	-14.146
-24.500	-6.646	-22.096	-13.866
-24.400	-6.491	-21.234	-13.586
-24.300	-6.336	-20.414	-13.350
-24.200	-6.188	-19.659	-13.120
-24.100	-6.040	-18.945	-12.890
-24.000	-5.895	-18.278	-12.668
-23.900	-5.755	-17.671	-12.452
-23.800	-5.614	-17.088	-12.236
-23.700	-5.478	-16.575	-12.034
-23.600	-5.344	-16.070	-11.855
-23.500	-5.211	-15.600	-11.677
-23.400	-5.082	-15.134	-11.498
-23.300	-4.953	-14.732	-11.335
-23.200	-4.829	-14.337	-11.177
-23.100	-4.706	-13.965	-11.018
-23.000	-4.584	-13.602	-10.859
-22.900	-4.465	-13.274	-10.714
-22.800	-4.346	-12.975	-10.569
-22.700	-4.231	-12.677	-10.424
-22.600	-4.117	-12.396	-10.279
-22.500	-4.005	-12.115	-10.148
-22.400	-3.895	-11.862	-10.017
-22.300	-3.785	-11.630	-9.885
-22.200	-3.679	-11.397	-9.754
-22.100	-3.573	-11.186	-9.629
-22.000	-3.468	-10.980	-9.505
-21.900	-3.366	-10.774	-9.380
-21.800	-3.264	-10.583	-9.256
-21.700	-3.165	-10.395	-9.138
-21.600	-3.066	-10.207	-9.024
-21.500	-2.969	-10.032	-8.910
-21.400	-2.874	-9.862	-8.796
-21.300	-2.778	-9.692	-8.683
-21.200	-2.686	-9.526	-8.575
-21.100	-2.594	-9.365	-8.466
-21.000	-2.503	-9.204	-8.358
-20.900	-2.414	-9.046	-8.250
-20.800	-2.324	-8.898	-8.145
-20.700	-2.238	-8.750	-8.041
-20.600	-2.151	-8.602	-7.938
-20.500	-2.066	-8.461	-7.834
-20.400	-1.982	-8.321	-7.733
-20.300	-1.899	-8.180	-7.637
-20.200	-1.818	-8.043	-7.541
-20.100	-1.737	-7.908	-7.445
-20.000	-1.656	-7.773	-7.349
-19.900	-1.578	-7.640	-7.256
-19.800	-1.499	-7.516	-7.162
-19.700	-1.423	-7.393	-7.069
-19.600	-1.346	-7.269	-6.975
-19.500	-1.271	-7.152	-6.883
-19.400	-1.197	-7.037	-6.792
-19.300	-1.123	-6.922	-6.701
-19.200	-1.051	-6.810	-6.610
-19.100	-0.979	-6.705	-6.520
-19.000	-0.908	-6.600	-6.433
-18.900	-0.838	-6.494	-6.345
-18.800	-0.768	-6.396	-6.258
-18.700	-0.700	-6.299	-6.172
-18.600	-0.632	-6.203	-6.090
-18.500	-0.564	-6.107	-6.008
-18.400	-0.498	-6.018	-5.925
-18.300	-0.432	-5.930	-5.843
-18.200	-0.367	-5.841	-5.761
-18.100	-0.302	-5.752	-5.678
-18.000	-0.238	-5.665	-5.595
-17.900	-0.176	-5.577	-5.512
-17.800	-0.113	-5.489	-5.431
-17.700	-0.051	-5.403	-5.351
-17.600	0.011	-5.320	-5.271
-17.500	0.071	-5.237	-5.191
-17.400	0.132	-5.154	-5.113
-17.300	0.192	-5.073	-5.036
-17.200	0.251	-4.993	-4.958
-17.100	0.309	-4.914	-4.881
-17.000	0.368	-4.834	-4.805
-16.900	0.425	-4.756	-4.728
-16.800	0.483	-4.678	-4.652
-16.700	0.539	-4.600	-4.576
-16.600	0.596	-4.522	-4.500
-16.500	0.641	-4.444	-4.423
-16.400	0.667	-4.367	-4.347
-16.300	0.692	-4.289	-4.271
-16.200	nan	-4.212	-4.196
-16.100	nan	-4.138	-4.123
-16.000	nan	-4.064	-4.049
-15.900	nan	-3.989	-3.976
-15.800	nan	-3.915	-3.903
-15.700	nan	-3.841	-3.829
-15.600	nan	-3.767	-3.756
-15.500	nan	-3.693	-3.682
-15.400	nan	-3.621	-3.612
-15.300	nan	-3.551	-3.542
-15.200	nan	-3.481	-3.472
-15.100	nan	-3.410	-3.402
-15.000	nan	-3.337	-3.329
-14.900	nan	-3.264	-3.256
-14.800	nan	-3.191	-3.184
-14.700	nan	-3.122	-3.116
-14.600	nan	-3.057	-3.051
-14.500	nan	-2.992	-2.987
-14.400	nan	-2.927	-2.922
-14.300	nan	-2.861	-2.856
-14.200	nan	-2.794	-2.790
-14.100	nan	-2.728	-2.724
-14.000	nan	-2.659	-2.653
-13.900	nan	-2.583	-2.577
-13.800	nan	-2.507	-2.502
-13.700	nan	-2.430	-2.426
-13.600	nan	-2.357	-2.353
-13.500	nan	-2.284	-2.280
-13.400	nan	-2.212	-2.208
-13.300	nan	-2.159	-2.157
-13.200	nan	-2.108	-2.106
-13.100	nan	-2.058	-2.055
-13.000	nan	-2.012	-2.010
-12.900	nan	-1.973	-1.971
-12.800	nan	-1.934	-1.932
-12.700	nan	-1.895	-1.893
-12.600	nan	-1.853	-1.851
-12.500	nan	-1.810	-1.809
-12.400	nan	-1.768	-1.767
-12.300	nan	-1.726	-1.725
-12.200	nan	-1.672	-1.669
-12.100	nan	-1.593	-1.589
