# Muv	log10_phi_max	log10_phi_dust	log10_phi_nodust
-25.000	-5.917	-24.712	-12.994
-24.900	-5.776	-23.310	-12.704
-24.800	-5.636	-22.066	-12.422
-24.700	-5.501	-20.941	-12.141
-24.600	-5.368	-19.976	-11.899
-24.500	-5.236	-19.077	-11.658
-24.400	-5.108	-18.239	-11.422
-24.300	-4.980	-17.481	-11.211
-24.200	-4.857	-16.778	-11.001
-24.100	-4.734	-16.113	-10.796
-24.000	-4.614	-15.523	-10.616
-23.900	-4.496	-14.979	-10.435
-23.800	-4.379	-14.467	-10.255
-23.700	-4.266	-14.009	-10.090
-23.600	-4.153	-13.562	-9.926
-23.500	-4.042	-13.168	-9.763
-23.400	-3.934	-12.776	-9.610
-23.300	-3.825	-12.409	-9.466
-23.200	-3.721	-12.044	-9.323
-23.100	-3.617	-11.727	-9.179
-23.000	-3.514	-11.415	-9.045
-22.900	-3.414	-11.132	-8.913
-22.800	-3.314	-10.859	-8.780
-22.700	-3.217	-10.604	-8.652
-22.600	-3.120	-10.370	-8.537
-22.500	-3.025	-10.136	-8.422
-22.400	-2.932	-9.923	-8.307
-22.300	-2.839	-9.710	-8.195
-22.200	-2.749	-9.507	-8.090
-22.100	-2.659	-9.320	-7.984
-22.000	-2.571	-9.134	-7.879
-21.900	-2.484	-8.955	-7.774
-21.800	-2.397	-8.783	-7.676
-21.700	-2.313	-8.611	-7.577
-21.600	-2.230	-8.456	-7.478
-21.500	-2.147	-8.307	-7.380
-21.400	-2.066	-8.158	-7.287
-21.300	-1.985	-8.017	-7.195
-21.200	-1.907	-7.880	-7.103
-21.100	-1.829	-7.743	-7.011
-21.000	-1.752	-7.611	-6.919
-20.900	-1.676	-7.483	-6.828
-20.800	-1.600	-7.354	-6.736
-20.700	-1.527	-7.228	-6.644
-20.600	-1.454	-7.109	-6.554
-20.500	-1.381	-6.989	-6.470
-20.400	-1.310	-6.870	-6.387
-20.300	-1.239	-6.751	-6.303
-20.200	-1.170	-6.632	-6.219
-20.100	-1.102	-6.513	-6.140
-20.000	-1.033	-6.400	-6.062
-19.900	-0.967	-6.291	-5.984
-19.800	-0.900	-6.182	-5.906
-19.700	-0.835	-6.076	-5.828
-19.600	-0.770	-5.978	-5.750
-19.500	-0.705	-5.880	-5.671
-19.400	-0.642	-5.782	-5.593
-19.300	-0.579	-5.689	-5.515
-19.200	-0.517	-5.597	-5.437
-19.100	-0.456	-5.506	-5.359
-19.000	-0.395	-5.415	-5.281
-18.900	-0.334	-5.328	-5.203
-18.800	-0.274	-5.241	-5.129
-18.700	-0.216	-5.153	-5.058
-18.600	-0.157	-5.072	-4.986
-18.500	-0.099	-4.994	-4.914
-18.400	-0.041	-4.917	-4.845
-18.300	0.016	-4.839	-4.779
-18.200	0.072	-4.768	-4.712
-18.100	0.129	-4.697	-4.645
-18.000	0.184	-4.627	-4.578
-17.900	0.239	-4.556	-4.507
-17.800	0.295	-4.482	-4.436
-17.700	0.349	-4.408	-4.365
-17.600	0.403	-4.334	-4.294
-17.500	0.457	-4.260	-4.227
-17.400	0.510	-4.191	-4.159
-17.300	0.563	-4.121	-4.092
-17.200	0.615	-4.052	-4.024
-17.100	0.668	-3.983	-3.960
-17.000	0.720	-3.917	-3.895
-16.900	0.771	-3.851	-3.831
-16.800	0.823	-3.786	-3.766
-16.700	0.873	-3.720	-3.704
-16.600	0.924	-3.657	-3.641
-16.500	0.965	-3.593	-3.578
-16.400	0.989	-3.529	-3.515
-16.300	1.012	-3.465	-3.452
-16.200	nan	-3.401	-3.388
-16.100	nan	-3.336	-3.325
-16.000	nan	-3.272	-3.261
-15.900	nan	-3.208	-3.198
-15.800	nan	-3.145	-3.136
-15.700	nan	-3.082	-3.073
-15.600	nan	-3.019	-3.010
-15.500	nan	-2.956	-2.948
-15.400	nan	-2.893	-2.885
-15.300	nan	-2.830	-2.823
-15.200	nan	-2.768	-2.762
-15.100	nan	-2.709	-2.703
-15.000	nan	-2.649	-2.644
-14.900	nan	-2.590	-2.585
-14.800	nan	-2.532	-2.527
-14.700	nan	-2.473	-2.468
-14.600	nan	-2.414	-2.410
-14.500	nan	-2.356	-2.351
-14.400	nan	-2.297	-2.293
-14.300	nan	-2.239	-2.235
-14.200	nan	-2.181	-2.177
-14.100	nan	-2.123	-2.120
-14.000	nan	-2.068	-2.065
-13.900	nan	-2.013	-2.010
-13.800	nan	-1.958	-1.955
-13.700	nan	-1.898	-1.894
-13.600	nan	-1.832	-1.829
-13.500	nan	-1.766	-1.763
-13.400	nan	-1.701	-1.698
-13.300	nan	-1.641	-1.638
-13.200	nan	-1.580	-1.577
-13.100	nan	-1.520	-1.518
-13.000	nan	-1.477	-1.475
-12.900	nan	-1.433	-1.432
-12.800	nan	-1.390	-1.388
-12.700	nan	-1.354	-1.353
-12.600	nan	-1.325	-1.324
-12.500	nan	-1.296	-1.295
-12.400	nan	-1.266	-1.264
-12.300	nan	-1.228	-1.226
-12.200	nan	-1.190	-1.189
-12.100	nan	-1.152	-1.151
