# Muv	log10_phi_max	log10_phi_dust	log10_phi_nodust
-25.000	-8.557	-29.810	-16.702
-24.900	-8.364	-28.432	-16.354
-24.800	-8.171	-27.151	-16.038
-24.700	-7.987	-26.000	-15.722
-24.600	-7.804	-24.906	-15.420
-24.500	-7.624	-23.884	-15.162
-24.400	-7.450	-22.939	-14.904
-24.300	-7.277	-22.038	-14.646
-24.200	-7.110	-21.248	-14.408
-24.100	-6.945	-20.484	-14.171
-24.000	-6.783	-19.770	-13.934
-23.900	-6.626	-19.128	-13.711
-23.800	-6.469	-18.531	-13.500
-23.700	-6.318	-17.964	-13.290
-23.600	-6.168	-17.410	-13.079
-23.500	-6.021	-16.926	-12.896
-23.400	-5.878	-16.467	-12.714
-23.300	-5.735	-16.037	-12.532
-23.200	-5.597	-15.626	-12.352
-23.100	-5.461	-15.244	-12.187
-23.000	-5.326	-14.909	-12.023
-22.900	-5.196	-14.574	-11.859
-22.800	-5.065	-14.262	-11.696
-22.700	-4.939	-13.954	-11.547
-22.600	-4.814	-13.654	-11.398
-22.500	-4.690	-13.380	-11.248
-22.400	-4.570	-13.107	-11.099
-22.300	-4.450	-12.850	-10.962
-22.200	-4.334	-12.614	-10.825
-22.100	-4.219	-12.377	-10.689
-22.000	-4.105	-12.152	-10.553
-21.900	-3.995	-11.939	-10.420
-21.800	-3.884	-11.725	-10.289
-21.700	-3.777	-11.520	-10.158
-21.600	-3.670	-11.326	-10.027
-21.500	-3.565	-11.132	-9.898
-21.400	-3.462	-10.941	-9.774
-21.300	-3.359	-10.765	-9.651
-21.200	-3.259	-10.588	-9.527
-21.100	-3.160	-10.411	-9.403
-21.000	-3.062	-10.239	-9.286
-20.900	-2.966	-10.070	-9.170
-20.800	-2.870	-9.900	-9.054
-20.700	-2.777	-9.734	-8.938
-20.600	-2.685	-9.574	-8.824
-20.500	-2.593	-9.413	-8.712
-20.400	-2.503	-9.253	-8.601
-20.300	-2.414	-9.103	-8.489
-20.200	-2.326	-8.952	-8.378
-20.100	-2.239	-8.802	-8.270
-20.000	-2.153	-8.655	-8.161
-19.900	-2.069	-8.511	-8.053
-19.800	-1.985	-8.366	-7.945
-19.700	-1.903	-8.224	-7.843
-19.600	-1.821	-8.086	-7.743
-19.500	-1.740	-7.949	-7.643
-19.400	-1.660	-7.812	-7.543
-19.300	-1.580	-7.693	-7.443
-19.200	-1.503	-7.574	-7.343
-19.100	-1.425	-7.455	-7.244
-19.000	-1.348	-7.339	-7.144
-18.900	-1.273	-7.226	-7.046
-18.800	-1.197	-7.113	-6.950
-18.700	-1.124	-7.000	-6.855
-18.600	-1.050	-6.895	-6.759
-18.500	-0.977	-6.790	-6.664
-18.400	-0.905	-6.685	-6.572
-18.300	-0.833	-6.582	-6.479
-18.200	-0.763	-6.483	-6.387
-18.100	-0.693	-6.383	-6.294
-18.000	-0.623	-6.284	-6.205
-17.900	-0.555	-6.189	-6.117
-17.800	-0.486	-6.095	-6.028
-17.700	-0.419	-6.001	-5.939
-17.600	-0.352	-5.908	-5.850
-17.500	-0.285	-5.815	-5.762
-17.400	-0.220	-5.723	-5.673
-17.300	-0.154	-5.631	-5.585
-17.200	-0.089	-5.540	-5.501
-17.100	-0.025	-5.455	-5.418
-17.000	0.039	-5.369	-5.335
-16.900	0.102	-5.284	-5.252
-16.800	0.165	-5.198	-5.169
-16.700	0.227	-5.114	-5.086
-16.600	0.289	-5.029	-5.003
-16.500	0.339	-4.944	-4.920
-16.400	0.367	-4.862	-4.841
-16.300	0.395	-4.782	-4.762
-16.200	nan	-4.702	-4.683
-16.100	nan	-4.622	-4.604
-16.000	nan	-4.540	-4.523
-15.900	nan	-4.458	-4.442
-15.800	nan	-4.376	-4.361
-15.700	nan	-4.295	-4.283
-15.600	nan	-4.220	-4.209
-15.500	nan	-4.145	-4.135
-15.400	nan	-4.071	-4.060
-15.300	nan	-3.996	-3.987
-15.200	nan	-3.922	-3.913
-15.100	nan	-3.848	-3.839
-15.000	nan	-3.773	-3.765
-14.900	nan	-3.699	-3.691
-14.800	nan	-3.624	-3.617
-14.700	nan	-3.550	-3.543
-14.600	nan	-3.477	-3.471
-14.500	nan	-3.408	-3.402
-14.400	nan	-3.339	-3.334
-14.300	nan	-3.271	-3.265
-14.200	nan	-3.193	-3.187
-14.100	nan	-3.112	-3.105
-14.000	nan	-3.030	-3.024
-13.900	nan	-2.950	-2.945
-13.800	nan	-2.875	-2.870
-13.700	nan	-2.800	-2.795
-13.600	nan	-2.728	-2.725
-13.500	nan	-2.671	-2.668
-13.400	nan	-2.613	-2.610
-13.300	nan	-2.556	-2.553
-13.200	nan	-2.510	-2.509
-13.100	nan	-2.469	-2.467
-13.000	nan	-2.427	-2.425
-12.900	nan	-2.384	-2.382
-12.800	nan	-2.338	-2.336
-12.700	nan	-2.292	-2.290
-12.600	nan	-2.246	-2.244
-12.500	nan	-2.200	-2.198
-12.400	nan	-2.132	-2.129
-12.300	nan	-2.051	-2.047
-12.200	nan	-1.969	-1.965
-12.100	nan	-1.889	-1.886
